cam_token,ann_token,bounding_box,future_bounding_box,K,attribute,label,future_label
"[""3120af571f075f5db98b4ca06acc8691"", ""3aa4aa4e0e5f577181b05f561e6c2a9d"", ""118f4c5a89cf583b830a95330aea10df"", ""83b7c1d29b3058529d5c7b0727dd6354"", ""27f7d77fd5d75a8dbafb4aaa541eb327"", ""e1803b00404a5d8f8279167576ab923d"", ""ef29c03d5c3b5d92a99158b694f07127"", ""d44e2c29e872579699e61cf754f732f8""]","[""6fdf65f254d25b80a148854236704c26"", ""c135c7da654e53268ce350c7e993a866"", ""70fd4ba8200b50cba7730091058e50b5"", ""6c092ddb01835086a228ff3086b9942d"", ""136cae5e9f1b543d94e51065e9fbf9fb"", ""55cc270af1895efdb44bdb7def14a960"", ""ac4c3e761f435705a7ca19d8b117e3d4"", ""0916baec4ae059e8b545f09d4cf2aa64""]","[[0.6273951530456543, 0.7044158577919006, -0.30253952741622925, 0.6658010482788086, 0.7712129950523376, 1.5420749187469482], [0.722136378288269, 0.7187672257423401, -0.24748638272285461, 0.6865586042404175, 0.7838935256004333, 1.546256422996521], [0.9066115021705627, 0.7369892001152039, -0.21455611288547516, 0.7542051076889038, 0.7947066426277161, 1.5560981035232544], [1.0192813873291016, 0.7169298529624939, -0.21287000179290771, 0.6475780010223389, 0.6244197487831116, 1.5884335041046143]]","[[1.1435389518737793, 0.7327798008918762, -0.21858099102973938, 0.8442323207855225, 0.5602192878723145, 1.6176854372024536], [1.3374290466308594, 0.7475701570510864, -0.20463569462299347, 0.7017344236373901, 0.7216193079948425, 1.5759965181350708], [1.4203652143478394, 0.7646857500076294, -0.20212920010089874, 0.6534034013748169, 0.6781289577484131, 1.5857203006744385], [1.5203741788864136, 0.7443661093711853, -0.2618911862373352, 0.6524196267127991, 0.6853965520858765, 1.4739408493041992]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""3aa4aa4e0e5f577181b05f561e6c2a9d"", ""118f4c5a89cf583b830a95330aea10df"", ""83b7c1d29b3058529d5c7b0727dd6354"", ""27f7d77fd5d75a8dbafb4aaa541eb327"", ""e1803b00404a5d8f8279167576ab923d"", ""ef29c03d5c3b5d92a99158b694f07127"", ""d44e2c29e872579699e61cf754f732f8"", ""fe0eb7ad3fd652ebbf86688cc5c14fe6""]","[""c135c7da654e53268ce350c7e993a866"", ""70fd4ba8200b50cba7730091058e50b5"", ""6c092ddb01835086a228ff3086b9942d"", ""136cae5e9f1b543d94e51065e9fbf9fb"", ""55cc270af1895efdb44bdb7def14a960"", ""ac4c3e761f435705a7ca19d8b117e3d4"", ""0916baec4ae059e8b545f09d4cf2aa64"", ""abc009d351c2580280637973feb0aaa0""]","[[0.722136378288269, 0.7187672257423401, -0.24748638272285461, 0.6865586042404175, 0.7838935256004333, 1.546256422996521], [0.9066115021705627, 0.7369892001152039, -0.21455611288547516, 0.7542051076889038, 0.7947066426277161, 1.5560981035232544], [1.0192813873291016, 0.7169298529624939, -0.21287000179290771, 0.6475780010223389, 0.6244197487831116, 1.5884335041046143], [1.1435389518737793, 0.7327798008918762, -0.21858099102973938, 0.8442323207855225, 0.5602192878723145, 1.6176854372024536]]","[[1.3374290466308594, 0.7475701570510864, -0.20463569462299347, 0.7017344236373901, 0.7216193079948425, 1.5759965181350708], [1.4203652143478394, 0.7646857500076294, -0.20212920010089874, 0.6534034013748169, 0.6781289577484131, 1.5857203006744385], [1.5203741788864136, 0.7443661093711853, -0.2618911862373352, 0.6524196267127991, 0.6853965520858765, 1.4739408493041992], [1.6647368669509888, 0.7689816951751709, -0.21006210148334503, 0.7325758934020996, 0.6982530355453491, 1.5191744565963745]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""118f4c5a89cf583b830a95330aea10df"", ""83b7c1d29b3058529d5c7b0727dd6354"", ""27f7d77fd5d75a8dbafb4aaa541eb327"", ""e1803b00404a5d8f8279167576ab923d"", ""ef29c03d5c3b5d92a99158b694f07127"", ""d44e2c29e872579699e61cf754f732f8"", ""fe0eb7ad3fd652ebbf86688cc5c14fe6"", ""fe58293e3d5e51669cf413f9cb5121e2""]","[""70fd4ba8200b50cba7730091058e50b5"", ""6c092ddb01835086a228ff3086b9942d"", ""136cae5e9f1b543d94e51065e9fbf9fb"", ""55cc270af1895efdb44bdb7def14a960"", ""ac4c3e761f435705a7ca19d8b117e3d4"", ""0916baec4ae059e8b545f09d4cf2aa64"", ""abc009d351c2580280637973feb0aaa0"", ""fa0ea4a829d25cf38b1e1703897f3946""]","[[0.9066115021705627, 0.7369892001152039, -0.21455611288547516, 0.7542051076889038, 0.7947066426277161, 1.5560981035232544], [1.0192813873291016, 0.7169298529624939, -0.21287000179290771, 0.6475780010223389, 0.6244197487831116, 1.5884335041046143], [1.1435389518737793, 0.7327798008918762, -0.21858099102973938, 0.8442323207855225, 0.5602192878723145, 1.6176854372024536], [1.3374290466308594, 0.7475701570510864, -0.20463569462299347, 0.7017344236373901, 0.7216193079948425, 1.5759965181350708]]","[[1.4203652143478394, 0.7646857500076294, -0.20212920010089874, 0.6534034013748169, 0.6781289577484131, 1.5857203006744385], [1.5203741788864136, 0.7443661093711853, -0.2618911862373352, 0.6524196267127991, 0.6853965520858765, 1.4739408493041992], [1.6647368669509888, 0.7689816951751709, -0.21006210148334503, 0.7325758934020996, 0.6982530355453491, 1.5191744565963745], [1.7940969467163086, 0.7765487432479858, -0.20501229166984558, 0.7203006744384766, 0.5913321375846863, 1.5297497510910034]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""83b7c1d29b3058529d5c7b0727dd6354"", ""27f7d77fd5d75a8dbafb4aaa541eb327"", ""e1803b00404a5d8f8279167576ab923d"", ""ef29c03d5c3b5d92a99158b694f07127"", ""d44e2c29e872579699e61cf754f732f8"", ""fe0eb7ad3fd652ebbf86688cc5c14fe6"", ""fe58293e3d5e51669cf413f9cb5121e2"", ""505b8ebe61545d6c8c9d86732b4f45dc""]","[""6c092ddb01835086a228ff3086b9942d"", ""136cae5e9f1b543d94e51065e9fbf9fb"", ""55cc270af1895efdb44bdb7def14a960"", ""ac4c3e761f435705a7ca19d8b117e3d4"", ""0916baec4ae059e8b545f09d4cf2aa64"", ""abc009d351c2580280637973feb0aaa0"", ""fa0ea4a829d25cf38b1e1703897f3946"", ""3b088deb8736561bb0456474d0559853""]","[[1.0192813873291016, 0.7169298529624939, -0.21287000179290771, 0.6475780010223389, 0.6244197487831116, 1.5884335041046143], [1.1435389518737793, 0.7327798008918762, -0.21858099102973938, 0.8442323207855225, 0.5602192878723145, 1.6176854372024536], [1.3374290466308594, 0.7475701570510864, -0.20463569462299347, 0.7017344236373901, 0.7216193079948425, 1.5759965181350708], [1.4203652143478394, 0.7646857500076294, -0.20212920010089874, 0.6534034013748169, 0.6781289577484131, 1.5857203006744385]]","[[1.5203741788864136, 0.7443661093711853, -0.2618911862373352, 0.6524196267127991, 0.6853965520858765, 1.4739408493041992], [1.6647368669509888, 0.7689816951751709, -0.21006210148334503, 0.7325758934020996, 0.6982530355453491, 1.5191744565963745], [1.7940969467163086, 0.7765487432479858, -0.20501229166984558, 0.7203006744384766, 0.5913321375846863, 1.5297497510910034], [1.937923550605774, 0.7183902859687805, -0.2113732248544693, 0.7241020202636719, 0.6225910782814026, 1.514611005783081]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""27f7d77fd5d75a8dbafb4aaa541eb327"", ""e1803b00404a5d8f8279167576ab923d"", ""ef29c03d5c3b5d92a99158b694f07127"", ""d44e2c29e872579699e61cf754f732f8"", ""fe0eb7ad3fd652ebbf86688cc5c14fe6"", ""fe58293e3d5e51669cf413f9cb5121e2"", ""505b8ebe61545d6c8c9d86732b4f45dc"", ""e6f8406bd50250aba2db0c20fb5d068e""]","[""136cae5e9f1b543d94e51065e9fbf9fb"", ""55cc270af1895efdb44bdb7def14a960"", ""ac4c3e761f435705a7ca19d8b117e3d4"", ""0916baec4ae059e8b545f09d4cf2aa64"", ""abc009d351c2580280637973feb0aaa0"", ""fa0ea4a829d25cf38b1e1703897f3946"", ""3b088deb8736561bb0456474d0559853"", ""0e06c0177fef5a50b68370cd06958923""]","[[1.1435389518737793, 0.7327798008918762, -0.21858099102973938, 0.8442323207855225, 0.5602192878723145, 1.6176854372024536], [1.3374290466308594, 0.7475701570510864, -0.20463569462299347, 0.7017344236373901, 0.7216193079948425, 1.5759965181350708], [1.4203652143478394, 0.7646857500076294, -0.20212920010089874, 0.6534034013748169, 0.6781289577484131, 1.5857203006744385], [1.5203741788864136, 0.7443661093711853, -0.2618911862373352, 0.6524196267127991, 0.6853965520858765, 1.4739408493041992]]","[[1.6647368669509888, 0.7689816951751709, -0.21006210148334503, 0.7325758934020996, 0.6982530355453491, 1.5191744565963745], [1.7940969467163086, 0.7765487432479858, -0.20501229166984558, 0.7203006744384766, 0.5913321375846863, 1.5297497510910034], [1.937923550605774, 0.7183902859687805, -0.2113732248544693, 0.7241020202636719, 0.6225910782814026, 1.514611005783081], [2.076162099838257, 0.7141628265380859, -0.20039962232112885, 0.6993462443351746, 0.6336706876754761, 1.5392333269119263]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""e1803b00404a5d8f8279167576ab923d"", ""ef29c03d5c3b5d92a99158b694f07127"", ""d44e2c29e872579699e61cf754f732f8"", ""fe0eb7ad3fd652ebbf86688cc5c14fe6"", ""fe58293e3d5e51669cf413f9cb5121e2"", ""505b8ebe61545d6c8c9d86732b4f45dc"", ""e6f8406bd50250aba2db0c20fb5d068e"", ""15db0ab2edb55effbe07ec5e596ee70e""]","[""55cc270af1895efdb44bdb7def14a960"", ""ac4c3e761f435705a7ca19d8b117e3d4"", ""0916baec4ae059e8b545f09d4cf2aa64"", ""abc009d351c2580280637973feb0aaa0"", ""fa0ea4a829d25cf38b1e1703897f3946"", ""3b088deb8736561bb0456474d0559853"", ""0e06c0177fef5a50b68370cd06958923"", ""6e7d3af25f1456fda75aedfc422d0b9c""]","[[1.3374290466308594, 0.7475701570510864, -0.20463569462299347, 0.7017344236373901, 0.7216193079948425, 1.5759965181350708], [1.4203652143478394, 0.7646857500076294, -0.20212920010089874, 0.6534034013748169, 0.6781289577484131, 1.5857203006744385], [1.5203741788864136, 0.7443661093711853, -0.2618911862373352, 0.6524196267127991, 0.6853965520858765, 1.4739408493041992], [1.6647368669509888, 0.7689816951751709, -0.21006210148334503, 0.7325758934020996, 0.6982530355453491, 1.5191744565963745]]","[[1.7940969467163086, 0.7765487432479858, -0.20501229166984558, 0.7203006744384766, 0.5913321375846863, 1.5297497510910034], [1.937923550605774, 0.7183902859687805, -0.2113732248544693, 0.7241020202636719, 0.6225910782814026, 1.514611005783081], [2.076162099838257, 0.7141628265380859, -0.20039962232112885, 0.6993462443351746, 0.6336706876754761, 1.5392333269119263], [2.2200124263763428, 0.6503972411155701, -0.15391460061073303, 0.69784015417099, 0.7520539164543152, 1.556804895401001]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""ef29c03d5c3b5d92a99158b694f07127"", ""d44e2c29e872579699e61cf754f732f8"", ""fe0eb7ad3fd652ebbf86688cc5c14fe6"", ""fe58293e3d5e51669cf413f9cb5121e2"", ""505b8ebe61545d6c8c9d86732b4f45dc"", ""e6f8406bd50250aba2db0c20fb5d068e"", ""15db0ab2edb55effbe07ec5e596ee70e"", ""ad85fab94f72592ca5a80123401de9bd""]","[""ac4c3e761f435705a7ca19d8b117e3d4"", ""0916baec4ae059e8b545f09d4cf2aa64"", ""abc009d351c2580280637973feb0aaa0"", ""fa0ea4a829d25cf38b1e1703897f3946"", ""3b088deb8736561bb0456474d0559853"", ""0e06c0177fef5a50b68370cd06958923"", ""6e7d3af25f1456fda75aedfc422d0b9c"", ""e3ef828b355055b9ac62d8b3db5576e8""]","[[1.4203652143478394, 0.7646857500076294, -0.20212920010089874, 0.6534034013748169, 0.6781289577484131, 1.5857203006744385], [1.5203741788864136, 0.7443661093711853, -0.2618911862373352, 0.6524196267127991, 0.6853965520858765, 1.4739408493041992], [1.6647368669509888, 0.7689816951751709, -0.21006210148334503, 0.7325758934020996, 0.6982530355453491, 1.5191744565963745], [1.7940969467163086, 0.7765487432479858, -0.20501229166984558, 0.7203006744384766, 0.5913321375846863, 1.5297497510910034]]","[[1.937923550605774, 0.7183902859687805, -0.2113732248544693, 0.7241020202636719, 0.6225910782814026, 1.514611005783081], [2.076162099838257, 0.7141628265380859, -0.20039962232112885, 0.6993462443351746, 0.6336706876754761, 1.5392333269119263], [2.2200124263763428, 0.6503972411155701, -0.15391460061073303, 0.69784015417099, 0.7520539164543152, 1.556804895401001], [2.358078956604004, 0.6787598133087158, -0.1772797405719757, 0.6618161201477051, 0.6488672494888306, 1.6067261695861816]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""d44e2c29e872579699e61cf754f732f8"", ""fe0eb7ad3fd652ebbf86688cc5c14fe6"", ""fe58293e3d5e51669cf413f9cb5121e2"", ""505b8ebe61545d6c8c9d86732b4f45dc"", ""e6f8406bd50250aba2db0c20fb5d068e"", ""15db0ab2edb55effbe07ec5e596ee70e"", ""ad85fab94f72592ca5a80123401de9bd"", ""1bcb60e6101856548c0778c2af9f8570""]","[""0916baec4ae059e8b545f09d4cf2aa64"", ""abc009d351c2580280637973feb0aaa0"", ""fa0ea4a829d25cf38b1e1703897f3946"", ""3b088deb8736561bb0456474d0559853"", ""0e06c0177fef5a50b68370cd06958923"", ""6e7d3af25f1456fda75aedfc422d0b9c"", ""e3ef828b355055b9ac62d8b3db5576e8"", ""94faf7c90c925541ac663c0ba625e920""]","[[1.5203741788864136, 0.7443661093711853, -0.2618911862373352, 0.6524196267127991, 0.6853965520858765, 1.4739408493041992], [1.6647368669509888, 0.7689816951751709, -0.21006210148334503, 0.7325758934020996, 0.6982530355453491, 1.5191744565963745], [1.7940969467163086, 0.7765487432479858, -0.20501229166984558, 0.7203006744384766, 0.5913321375846863, 1.5297497510910034], [1.937923550605774, 0.7183902859687805, -0.2113732248544693, 0.7241020202636719, 0.6225910782814026, 1.514611005783081]]","[[2.076162099838257, 0.7141628265380859, -0.20039962232112885, 0.6993462443351746, 0.6336706876754761, 1.5392333269119263], [2.2200124263763428, 0.6503972411155701, -0.15391460061073303, 0.69784015417099, 0.7520539164543152, 1.556804895401001], [2.358078956604004, 0.6787598133087158, -0.1772797405719757, 0.6618161201477051, 0.6488672494888306, 1.6067261695861816], [2.4501492977142334, 0.6730376482009888, -0.1894272267818451, 0.617891252040863, 0.6111165285110474, 1.5537480115890503]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""fe0eb7ad3fd652ebbf86688cc5c14fe6"", ""fe58293e3d5e51669cf413f9cb5121e2"", ""505b8ebe61545d6c8c9d86732b4f45dc"", ""e6f8406bd50250aba2db0c20fb5d068e"", ""15db0ab2edb55effbe07ec5e596ee70e"", ""ad85fab94f72592ca5a80123401de9bd"", ""1bcb60e6101856548c0778c2af9f8570"", ""3488aa216de159e99c06e06b848346dd""]","[""abc009d351c2580280637973feb0aaa0"", ""fa0ea4a829d25cf38b1e1703897f3946"", ""3b088deb8736561bb0456474d0559853"", ""0e06c0177fef5a50b68370cd06958923"", ""6e7d3af25f1456fda75aedfc422d0b9c"", ""e3ef828b355055b9ac62d8b3db5576e8"", ""94faf7c90c925541ac663c0ba625e920"", ""7d4a686782c05faa956876cc231bf879""]","[[1.6647368669509888, 0.7689816951751709, -0.21006210148334503, 0.7325758934020996, 0.6982530355453491, 1.5191744565963745], [1.7940969467163086, 0.7765487432479858, -0.20501229166984558, 0.7203006744384766, 0.5913321375846863, 1.5297497510910034], [1.937923550605774, 0.7183902859687805, -0.2113732248544693, 0.7241020202636719, 0.6225910782814026, 1.514611005783081], [2.076162099838257, 0.7141628265380859, -0.20039962232112885, 0.6993462443351746, 0.6336706876754761, 1.5392333269119263]]","[[2.2200124263763428, 0.6503972411155701, -0.15391460061073303, 0.69784015417099, 0.7520539164543152, 1.556804895401001], [2.358078956604004, 0.6787598133087158, -0.1772797405719757, 0.6618161201477051, 0.6488672494888306, 1.6067261695861816], [2.4501492977142334, 0.6730376482009888, -0.1894272267818451, 0.617891252040863, 0.6111165285110474, 1.5537480115890503], [2.579695224761963, 0.675115704536438, -0.18874935805797577, 0.7989065051078796, 0.5496494174003601, 1.6160529851913452]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""fe58293e3d5e51669cf413f9cb5121e2"", ""505b8ebe61545d6c8c9d86732b4f45dc"", ""e6f8406bd50250aba2db0c20fb5d068e"", ""15db0ab2edb55effbe07ec5e596ee70e"", ""ad85fab94f72592ca5a80123401de9bd"", ""1bcb60e6101856548c0778c2af9f8570"", ""3488aa216de159e99c06e06b848346dd"", ""bb6f8547298b5bcb99939d7c41a5eddb""]","[""fa0ea4a829d25cf38b1e1703897f3946"", ""3b088deb8736561bb0456474d0559853"", ""0e06c0177fef5a50b68370cd06958923"", ""6e7d3af25f1456fda75aedfc422d0b9c"", ""e3ef828b355055b9ac62d8b3db5576e8"", ""94faf7c90c925541ac663c0ba625e920"", ""7d4a686782c05faa956876cc231bf879"", ""2ae9dcc10a965c03ab60b3d6b15d91e5""]","[[1.7940969467163086, 0.7765487432479858, -0.20501229166984558, 0.7203006744384766, 0.5913321375846863, 1.5297497510910034], [1.937923550605774, 0.7183902859687805, -0.2113732248544693, 0.7241020202636719, 0.6225910782814026, 1.514611005783081], [2.076162099838257, 0.7141628265380859, -0.20039962232112885, 0.6993462443351746, 0.6336706876754761, 1.5392333269119263], [2.2200124263763428, 0.6503972411155701, -0.15391460061073303, 0.69784015417099, 0.7520539164543152, 1.556804895401001]]","[[2.358078956604004, 0.6787598133087158, -0.1772797405719757, 0.6618161201477051, 0.6488672494888306, 1.6067261695861816], [2.4501492977142334, 0.6730376482009888, -0.1894272267818451, 0.617891252040863, 0.6111165285110474, 1.5537480115890503], [2.579695224761963, 0.675115704536438, -0.18874935805797577, 0.7989065051078796, 0.5496494174003601, 1.6160529851913452], [2.7562637329101562, 0.682098925113678, -0.205031156539917, 0.6235393285751343, 0.6711095571517944, 1.6479747295379639]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""505b8ebe61545d6c8c9d86732b4f45dc"", ""e6f8406bd50250aba2db0c20fb5d068e"", ""15db0ab2edb55effbe07ec5e596ee70e"", ""ad85fab94f72592ca5a80123401de9bd"", ""1bcb60e6101856548c0778c2af9f8570"", ""3488aa216de159e99c06e06b848346dd"", ""bb6f8547298b5bcb99939d7c41a5eddb"", ""d9393f317e475d1dace2fbf258815709""]","[""3b088deb8736561bb0456474d0559853"", ""0e06c0177fef5a50b68370cd06958923"", ""6e7d3af25f1456fda75aedfc422d0b9c"", ""e3ef828b355055b9ac62d8b3db5576e8"", ""94faf7c90c925541ac663c0ba625e920"", ""7d4a686782c05faa956876cc231bf879"", ""2ae9dcc10a965c03ab60b3d6b15d91e5"", ""6be04957087256449bf7921c114a5543""]","[[1.937923550605774, 0.7183902859687805, -0.2113732248544693, 0.7241020202636719, 0.6225910782814026, 1.514611005783081], [2.076162099838257, 0.7141628265380859, -0.20039962232112885, 0.6993462443351746, 0.6336706876754761, 1.5392333269119263], [2.2200124263763428, 0.6503972411155701, -0.15391460061073303, 0.69784015417099, 0.7520539164543152, 1.556804895401001], [2.358078956604004, 0.6787598133087158, -0.1772797405719757, 0.6618161201477051, 0.6488672494888306, 1.6067261695861816]]","[[2.4501492977142334, 0.6730376482009888, -0.1894272267818451, 0.617891252040863, 0.6111165285110474, 1.5537480115890503], [2.579695224761963, 0.675115704536438, -0.18874935805797577, 0.7989065051078796, 0.5496494174003601, 1.6160529851913452], [2.7562637329101562, 0.682098925113678, -0.205031156539917, 0.6235393285751343, 0.6711095571517944, 1.6479747295379639], [2.9214816093444824, 0.6825182437896729, -0.17760232090950012, 0.6896623373031616, 0.7968777418136597, 1.5667600631713867]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
